user,url,likes,comments,l/f,followers
https://www.instagram.com/dion_stanly,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373715_748896708628204_2003861736918089728_n.jpg,37,0,0.060162602,615
https://www.instagram.com/d_hammadsu,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433784_491205834588084_6939705077661696_n.jpg,33,1,0.134693878,245
https://www.instagram.com/kika.ce,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433394_374672396286939_1362907008373620736_n.jpg,9,1,0.045454545,198
https://www.instagram.com/al3x_s3h,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433990_144088816193553_1424914696766488576_n.jpg,18,0,3,6
https://www.instagram.com/juliebrunswick,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433554_495253710867147_5426531272568602624_n.jpg,33,0,0.158653846,208
https://www.instagram.com/dion_stanly,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434087_1720349251603279_6896251227080753152_n.jpg,54,0,0.087804878,615
https://www.instagram.com/yama_._pi,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434108_710474012483415_7693056690865831936_n.jpg,61,3,0.037286064,1636
https://www.instagram.com/valvaaniaresinart,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373758_686173671580134_2671783027515850752_n.jpg,38,1,0.019874477,1912
https://www.instagram.com/valvaaniaresinart,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436203_129227747721537_5820096937130459136_n.jpg,32,1,0.016736402,1912
https://www.instagram.com/sprague.photography,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480191_354744681613995_5242669379098771456_n.jpg,3,0,0.1875,16
https://www.instagram.com/ahuurah,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479812_247926415729935_8037028372355743744_n.jpg,10,0,0.067567568,148
https://www.instagram.com/jonaonthego,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434054_1421666241280488_8307584339609124864_n.jpg,17,5,0.326923077,52
https://www.instagram.com/marcos_quroz,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568962_116619602372768_3035904895967297536_n.jpg,18,0,0.033333333,540
https://www.instagram.com/lucky_4you,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373692_126451128004047_3312541866896916480_n.jpg,8,0,0.047337278,169
https://www.instagram.com/s_hazrina,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480352_1655031254528068_2280677932538003456_n.jpg,30,4,0.064102564,468
https://www.instagram.com/marnulife,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479892_568432093281202_6249109662570905600_n.jpg,257,5,0.029121813,8825
https://www.instagram.com/iam_jihyuns,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21569303_471090276597483_1438332208958930944_n.jpg,42,3,0.094594595,444
https://www.instagram.com/_.sweet_dreams,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435793_707905859402170_1141536486902988800_n.jpg,16,0,0.186046512,86
https://www.instagram.com/lukman_hakim2909,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373484_921363764685513_5187902228177879040_n.jpg,70,10,0.024322446,2878
https://www.instagram.com/alexandra.hurevich,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e15/21480376_802368056634326_8776772837676417024_n.jpg,54,1,0.084507042,639
https://www.instagram.com/shiny_do,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435826_1993964137553794_5983307433840214016_n.jpg,25,1,0.16025641,156
https://www.instagram.com/tytyas5,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433739_1447589202027437_7530214410292297728_n.jpg,31,2,0.027192982,1140
https://www.instagram.com/gettingmaldives,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568590_339182499873469_5673855478250078208_n.jpg,17,1,0.071428571,238
https://www.instagram.com/kupferkaese,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21569312_1404706842981637_8541058087509819392_n.jpg,10,0,0.078740157,127
https://www.instagram.com/na_ko6528,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435609_328519330943798_6659330746450182144_n.jpg,45,0,0.148026316,304
https://www.instagram.com/mitchiphone,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434118_196586054215062_4692052720620666880_n.jpg,78,4,0.162839248,479
https://www.instagram.com/gotogili,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479804_156122308304408_8674679420646064128_n.jpg,149,0,0.004903897,30384
